name,category,country_code,region,city,status,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at
Home Health Corporation of America,Unknown,USA,Philadelphia,King Of Prussia,closed,5087499.5,1,1982-01-01,1992-06-30,1992-06-30
Home Inns,Food & Hospitality,CHN,Shanghai,Shanghai,operating,9200000.0,3,2002-01-01,2003-02-01,2005-01-01
Home Inventory S[pecialists,Finance & FinTech,USA,IN - Other,Boonville,operating,1500000.0,1,2008-12-07,2010-06-08,2010-06-08
Home Leasing,Real Estate & Construction,USA,"Rochester, New York",Rochester,operating,3600000.0,1,2012-11-18,2014-04-16,2014-04-16
Home on Demand,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2011-04-30,2012-09-30,2012-09-30
Home Online Income Systems,Business Services,USA,Orlando,Orlando,operating,10000.0,1,2012-10-06,2014-01-06,2014-01-06
Home Team Therapy,Health & Biotechnology,USA,Boston,Somerville,operating,20000.0,1,2011-10-01,2012-06-01,2012-06-01
Home24,E-Commerce & Retail,DEU,Berlin,Berlin,operating,138801437.0,2,2012-01-01,2015-01-10,2015-06-01
Home61,Real Estate & Construction,USA,Miami,Miami,operating,400000.0,1,2014-01-01,2015-05-04,2015-05-04
HomeBay,Real Estate & Construction,USA,Santa Barbara,Santa Barbara,operating,1000000.0,1,2014-04-21,2014-08-01,2014-08-01
Homebrew,Unknown,USA,SF Bay Area,San Francisco,operating,3900000.0,1,2013-01-01,2013-04-26,2013-04-26
Homebrew Ventures I,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2011-12-04,2013-05-06,2013-05-06
HomeCanvasr,Real Estate & Construction,USA,New York City,Brooklyn,operating,200000.0,1,2013-04-01,2015-10-23,2015-10-23
Homecare Homebase,Technology,USA,Dallas,Dallas,operating,56550000.0,1,2009-06-25,2011-03-14,2011-03-14
Homeday,Unknown,DEU,Cologne,Cologne,closed,668473.221537776,1,2014-08-01,2015-04-20,2015-04-20
Homeforswap,Food & Hospitality,ESP,Madrid,Madrid,operating,250000.0,1,2009-01-01,2011-01-01,2011-01-01
Hopebridge,Health & Biotechnology,USA,IN - Other,Kokomo,operating,2600443.0,3,2005-01-01,2013-09-10,2015-08-12
HomeGrocer.com,E-Commerce & Retail,Unknown,Unknown,Unknown,operating,100000000.0,1,1998-09-17,1999-11-02,1999-11-02
Homegrown Partners,Food & Hospitality,USA,Seattle,Seattle,operating,2350000.0,1,2009-01-01,2015-06-25,2015-06-25
HomeHero,Health & Biotechnology,USA,Los Angeles,Santa Monica,operating,23000000.0,2,2013-05-16,2014-09-01,2015-06-30
Homehoop,Other,USA,Los Angeles,Glendale,operating,935000.0,1,2010-01-01,2010-05-06,2010-05-06
HomeJab,Real Estate & Construction,USA,Philadelphia,Philadelphia,operating,150000.0,1,2012-01-01,2013-04-26,2013-04-26
homelane,Real Estate & Construction,IND,Bangalore,Bangalore,operating,54500000.0,2,2014-01-01,2015-02-23,2015-06-15
HomeLight,Real Estate & Construction,USA,SF Bay Area,San Francisco,operating,4500000.0,3,2011-01-01,2012-11-15,2015-02-04
Homeloc,Food & Hospitality,FRA,Paris,Paris,operating,131945.0,1,2012-01-01,2012-03-21,2012-03-21
Homelyst,Other,ESP,Valencia,Valencia,operating,200000.0,1,2010-03-23,2011-10-26,2011-10-26
HomeMe.ru,Real Estate & Construction,RUS,Moscow,Moscow,operating,5000000.0,1,2010-12-04,2012-05-01,2012-05-01
HOMEOSTASIS LABS,Health & Biotechnology,USA,Hartford,Greenwich,operating,1122000.0,2,2007-04-28,2010-05-17,2011-02-01
Homeowners of America Holding,Health & Biotechnology,USA,Dallas,Irving,ipo,4950000.0,1,2005-01-01,2005-11-01,2005-11-01
Homepage.com,Other,USA,Los Angeles,Los Angeles,operating,48000000.0,1,1998-11-08,2000-06-12,2000-06-12
Homer Logistics,Transportation & Automotive,USA,New York City,New York,operating,2000000.0,1,2014-01-01,2015-07-21,2015-07-21
homers.in,Real Estate & Construction,IND,New Delhi,Gurgaon,operating,3000000.0,1,2014-05-19,2015-10-15,2015-10-15
HomeRun,Technology,USA,SF Bay Area,San Francisco,acquired,5000000.0,1,2009-01-01,2010-05-13,2010-05-13
Homes Nexus,Real Estate & Construction,Unknown,Unknown,Unknown,operating,100000.0,1,2013-05-08,2014-10-04,2014-10-04
HomeSav,E-Commerce & Retail,CAN,Toronto,Toronto,acquired,1200000.0,1,2010-01-01,2011-09-27,2011-09-27
Homeschool Snowboarding,E-Commerce & Retail,USA,"Portland, Oregon",Portland,operating,25000.0,2,2010-09-22,2011-11-07,2013-08-15
Homeschooling Through the Ages,Education & EdTech,USA,Atlanta,Acworth,operating,500000.0,1,2013-01-01,2014-02-03,2014-02-03
HomeShop18,E-Commerce & Retail,IND,New Delhi,Noida,closed,65000000.0,3,2008-04-09,2008-07-08,2013-10-23
HomeSlice,Technology,USA,San Luis Obispo,San Luis Obispo,operating,925124.5,1,2013-01-01,2015-04-27,2015-04-27
Homesnap,Analytics & Data,USA,"Washington, D.C.",Washington,operating,5500000.0,2,2008-01-30,2009-07-01,2012-08-06
HomeSpace,Technology,SGP,Singapore,Singapore,operating,40000.0,1,2007-05-17,2007-12-01,2007-12-01
Homespace,Unknown,USA,Denver,Englewood,closed,30000000.0,1,1998-06-07,1999-11-08,1999-11-08
HomeSphere,Technology,USA,Denver,Lakewood,acquired,2000000.0,2,1999-01-01,2002-06-04,2009-01-20
Homest,Technology,Unknown,Unknown,Unknown,closed,41431.8859794498,1,2014-08-01,2014-10-15,2014-10-15
HomeStars Inc.,Business Services,CAN,Toronto,Toronto,operating,2432828.0,4,2006-01-01,2007-08-01,2014-01-01
HomeStay,Technology,USA,SF Bay Area,San Francisco,operating,925124.5,1,2011-02-04,2012-10-23,2012-10-23
Homestay.com,Food & Hospitality,IRL,Dublin,Dublin,operating,3000000.0,1,2013-01-01,2014-06-10,2014-06-10
Homesuite,Other,USA,SF Bay Area,Palo Alto,operating,12300000.0,2,2013-11-06,2015-06-11,2015-08-06
HomeSwipe,Real Estate & Construction,USA,New York City,New York,operating,500000.0,1,2014-01-01,2014-10-28,2014-10-28
Hometapper,Real Estate & Construction,USA,CA - Other,Lucerne Valley,operating,225000.0,1,2011-10-16,2013-03-13,2013-03-13
Hometeam,Health & Biotechnology,USA,New York City,New York,operating,11000000.0,1,2011-07-04,2014-07-23,2014-07-23
Hometica,Media & Entertainment,USA,Anaheim,San Clemente,operating,250000.0,1,2002-11-25,2004-02-14,2004-02-14
HomeToGo,Food & Hospitality,DEU,Berlin,Berlin,operating,9901272.0,2,2014-01-01,2014-09-30,2015-07-02
HomeTouch,Health & Biotechnology,GBR,London,London,operating,121700.0,1,2012-04-01,2013-07-01,2013-07-01
HomeTrackR,Real Estate & Construction,USA,"Charleston, South Carolina",Charleston,operating,100000.0,2,2012-01-01,2014-05-01,2015-03-01
HOMETRAX,Technology,USA,Vail,Edwards,operating,187500.0,1,2008-03-23,2009-12-10,2009-12-10
HomeUnion,Real Estate & Construction,USA,Anaheim,Irvine,operating,5500000.0,2,2009-11-13,2011-11-01,2014-09-08
HomeViva,Technology,ARG,Buenos Aires,Buenos Aires,operating,40000.0,1,2011-04-01,2011-07-01,2011-07-01
Homevv.com,E-Commerce & Retail,CHN,CHN - Other,Baoshan,operating,4751847.0,1,2010-01-01,2012-02-01,2012-02-01
HomeWellness,Energy & Clean Tech,USA,Raleigh,Raleigh,operating,50000.0,1,2013-01-01,2013-09-16,2013-09-16
Homey,Manufacturing & Industrial,NLD,NLD - Other,Enschede,operating,1127658.0,1,2012-07-07,2015-06-12,2015-06-12
HomeZada,Real Estate & Construction,USA,Sacramento,El Dorado Hills,operating,2300000.0,2,2011-01-01,2011-03-23,2014-10-20
Homi,Other,USA,Minneapolis,Minneapolis,operating,935000.0,1,2015-01-01,2015-07-06,2015-07-06
Homie,Real Estate & Construction,USA,Salt Lake City,Salt Lake City,operating,400000.0,1,2015-01-01,2015-11-25,2015-11-25
Homigo,Real Estate & Construction,IND,Bangalore,Bangalore,operating,200000.0,1,2015-01-01,2015-10-12,2015-10-12
Hommily,E-Commerce & Retail,Unknown,Unknown,Unknown,operating,500000.0,1,2014-09-01,2014-10-01,2014-10-01
Homuork,Education & EdTech,ESP,Barcelona,Barcelona,operating,135172.0,1,2012-01-01,2013-10-01,2013-10-01
"Honeit, Inc.",Business Services,USA,SF Bay Area,Berkeley,operating,600000.0,1,2014-06-02,2014-08-15,2014-08-15
Honest Buildings,Real Estate & Construction,USA,New York City,New York,operating,17250000.0,5,2011-01-01,2012-01-19,2015-06-03
Honest Dollar,Finance & FinTech,USA,Austin,Austin,operating,3000000.0,1,2014-11-21,2015-10-02,2015-10-02
Honest Tea,Business Services,USA,"Washington, D.C.",Bethesda,operating,12000000.0,1,1998-01-01,2007-02-01,2007-02-01
honestbee,E-Commerce & Retail,SGP,Singapore,Singapore,operating,15000000.0,1,2014-01-01,2015-10-21,2015-10-21
HonestBrew,Food & Hospitality,GBR,London,London,operating,622689.50053884,1,2013-01-01,2015-10-27,2015-10-27
Honestly.com,Technology,USA,SF Bay Area,San Mateo,closed,1200000.0,1,2009-01-30,2010-10-19,2010-10-19
Honestly Now,Media & Entertainment,USA,New York City,New York,closed,550000.0,1,2010-01-01,2011-09-20,2011-09-20
Honesty Online,Security & Cybersecurity,USA,"Washington, D.C.",Bethesda,operating,2122999.5,1,2005-06-01,2008-01-01,2008-01-01
Honey,Business Services,USA,New York City,New York,operating,2250000.0,2,2012-01-01,2013-06-04,2015-04-22
Honey,E-Commerce & Retail,USA,Los Angeles,Los Angeles,operating,1500000.0,1,2012-10-01,2014-11-01,2014-11-01
HoneyBook Inc.,Technology,USA,SF Bay Area,San Francisco,operating,32000000.0,2,2013-05-01,2014-09-22,2015-03-05
HoneyComb Corporation,Agriculture & Environment,USA,"Portland, Oregon",Wilsonville,operating,415870.0,3,2012-02-13,2014-03-24,2014-10-07
Honeycomb Security Solutions,Security & Cybersecurity,GBR,Sheffield,Sheffield,closed,911000.0,1,2003-01-01,2007-07-30,2007-07-30
honeygrow,Food & Hospitality,USA,Philadelphia,Philadelphia,operating,25000000.0,1,2012-01-01,2015-06-17,2015-06-17
Honeymate,E-Commerce & Retail,CHN,Guangdong,Guangdong,operating,1600000.0,1,2014-03-23,2015-05-08,2015-05-08
Honeywell,Manufacturing & Industrial,USA,Newark,Morristown,ipo,11400000.0,1,1985-04-23,2009-10-27,2009-10-27
Hongdianzhibo,Technology,Unknown,Unknown,Unknown,operating,266000.0,1,2012-03-14,2013-12-01,2013-12-01
Hongkong Thankyou99 Hotel Chain Management Group,Food & Hospitality,HKG,Hong Kong,Hong Kong,operating,7500000.0,1,2009-01-01,2012-05-01,2012-05-01
Honglian Communication Networks Systems Co. Ltd,Food & Hospitality,CHN,Shenzhen,Shenzhen,operating,4000000.0,1,2004-08-19,2005-11-01,2005-11-01
Honglin Technology Group Limited,Manufacturing & Industrial,CHN,CHN - Other,Weihai,operating,10000000.0,2,2005-04-27,2008-04-01,2008-10-01
Honk,Transportation & Automotive,USA,SF Bay Area,San Francisco,acquired,3000000.0,1,2009-01-01,2009-03-13,2009-03-13
HONK,Transportation & Automotive,USA,Los Angeles,Santa Monica,operating,13250000.0,2,2014-01-21,2014-11-19,2015-03-26
HonkMobile,Transportation & Automotive,CAN,Toronto,Toronto,operating,2255277.34899665,1,2013-01-01,2015-10-02,2015-10-02
Honor,Health & Biotechnology,USA,SF Bay Area,San Francisco,operating,20000000.0,1,2014-08-01,2015-04-02,2015-04-02
Hoodin,Media & Entertainment,SWE,Malmo,Malmö,operating,475000.0,2,2012-09-01,2013-10-01,2014-05-01
Hoodinn,Media & Entertainment,CHN,Shanghai,Shanghai,operating,2750000.0,1,2011-10-13,2013-01-01,2013-01-01
Hoodiny Entertainment Group,Media & Entertainment,Unknown,Unknown,Unknown,operating,9000000.0,1,2006-05-14,2007-08-03,2007-08-03
Hoodline,Technology,USA,SF Bay Area,San Francisco,operating,1600000.0,2,2010-01-01,2014-09-09,2015-11-17
Hoods,Technology,USA,SF Bay Area,San Francisco,operating,250000.0,1,2011-04-27,2013-01-13,2013-01-13
HooftyMatch,E-Commerce & Retail,USA,Cleveland,North Olmsted,operating,400000.0,1,2012-01-01,2012-01-01,2012-01-01
hoohbe,Media & Entertainment,Unknown,Unknown,Unknown,operating,25000.0,1,2013-01-01,2013-09-27,2013-09-27
Hooja,Technology,USA,SF Bay Area,Palo Alto,operating,1250000.0,1,2006-03-14,2007-12-01,2007-12-01
Hook Games,Media & Entertainment,Unknown,Unknown,Unknown,operating,817669.0,1,2013-10-03,2014-12-23,2014-12-23
Hook & Ladder,Other,Unknown,Unknown,Unknown,operating,100000.0,1,2004-05-29,2006-01-01,2006-01-01
Hooked Media Group,Marketing & Advertising,USA,SF Bay Area,San Francisco,operating,4500000.0,2,2008-01-01,2008-04-01,2009-05-01
Hookflash,Technology,CAN,Calgary,Calgary,operating,4600000.0,4,2010-01-01,2011-03-01,2014-02-25
Hookipa Biotech,Health & Biotechnology,AUT,Vienna,Vienna,operating,35305200.0,2,2011-07-01,2011-10-18,2013-11-04
HookLogic,Marketing & Advertising,USA,New York City,New York,operating,39000000.0,3,2004-08-01,2011-09-09,2015-09-10
Hooks,Technology,USA,Chicago,Chicago,operating,118000.0,1,2014-11-01,2015-07-06,2015-07-06
Hoolai Games,Technology,CHN,Beijing,Beijing,operating,6003001.0,2,2008-12-01,2011-01-01,2011-09-01
Hoolux Medical,Health & Biotechnology,IRL,Cork,Cork,operating,645000.0,2,2014-01-01,2014-03-28,2014-05-22
Hoonto,Unknown,USA,Los Angeles,Los Angeles,closed,5087499.5,1,2012-01-01,2012-09-21,2012-09-21
HooPayz,Health & Biotechnology,USA,St. Louis,St Louis,operating,1175735.0,1,2012-05-15,2013-10-22,2013-10-22
Hoopla.pl,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2003-08-01,2005-01-01,2005-01-01
Hoopla,Technology,USA,SF Bay Area,San Jose,operating,13100000.0,3,2009-01-01,2011-12-22,2014-02-13
Hooplo Media,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2007-04-01,2008-09-01,2008-09-01
hoopos.com,E-Commerce & Retail,IND,Bangalore,Bangalore,acquired,4250000.0,1,2011-01-01,2011-10-01,2011-10-01
Hooptap,Media & Entertainment,ESP,Valencia,Valencia,operating,934328.0,2,2011-07-17,2011-08-06,2015-03-21
Hoopz Planet Info,Technology,IND,Pune,Pune,operating,1000000.0,1,2011-03-28,2011-08-01,2011-08-01
Hooray Learning,Unknown,USA,Chicago,Chicago,operating,3900000.0,1,2013-04-10,2014-09-11,2014-09-11
Hoosier Hot Dogs,Food & Hospitality,USA,Fort Wayne,Fort Wayne,operating,637500.0,1,2010-04-27,2010-04-27,2010-04-27
Hoot.Me,Business Services,USA,New York City,New York,operating,25000.0,1,2010-11-24,2011-05-09,2011-05-09
Hootsuite,Marketing & Advertising,CAN,Vancouver,Vancouver,operating,284900000.0,6,2008-11-28,2009-12-01,2014-09-25
Hoover Container Solutions,Unknown,USA,Houston,Houston,operating,3900000.0,1,1911-01-01,2014-12-02,2014-12-02
HoozOn,Technology,USA,Jacksonville,Ponte Vedra Beach,operating,2624622.0,3,2010-01-01,2011-03-22,2012-10-03
Hop,Social & Communication,Unknown,Unknown,Unknown,operating,2200000.0,2,2012-08-30,2013-06-30,2014-10-30
Hop Skip Connect,Health & Biotechnology,USA,Boston,Waltham,operating,6015700.0,1,2007-05-20,2010-06-08,2010-06-08
Hopcab,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2011-01-29,2012-07-01,2012-07-01
Hope Foods,Food & Hospitality,USA,Louisville,Louisville,operating,2200000.0,1,2010-01-01,2015-08-11,2015-08-11
Hope Street Media,Technology,USA,Providence,Providence,operating,20000.0,1,2009-09-12,2011-06-01,2011-06-01
Hopela,Technology,USA,Seattle,Seattle,operating,10000.0,1,2014-01-01,2014-05-01,2014-05-01
HopeLab,Health & Biotechnology,USA,SF Bay Area,Redwood City,closed,9000000.0,1,2001-01-01,2005-01-01,2005-01-01
Hop.in,Technology,USA,SF Bay Area,San Francisco,operating,50000.0,1,2013-03-07,2014-09-01,2014-09-01
Hopkins Golf,Other,USA,Anaheim,Newport Beach,operating,1709041.0,1,2012-05-10,2013-12-13,2013-12-13
"hopOn, Inc.",Technology,USA,SF Bay Area,San Francisco,acquired,750000.0,1,2013-08-01,2015-03-12,2015-03-12
Hopper,Analytics & Data,USA,Boston,Cambridge,operating,21723709.0,3,2007-01-01,2007-01-01,2012-08-15
Hopper Dynamics,Transportation & Automotive,IND,New Delhi,New Delhi,operating,1000.0,1,2014-11-01,2015-01-17,2015-01-17
Hoppit,Analytics & Data,USA,New York City,New York,acquired,500000.0,1,2011-01-01,2012-07-01,2012-07-01
Hopscot.ch,Social & Communication,USA,Milwaukee,Milwaukee,closed,50000.0,1,2010-12-09,2011-01-01,2011-01-01
Hopscotch,Technology,USA,SF Bay Area,San Francisco,closed,2000000.0,2,2010-01-01,2011-04-01,2014-02-23
Hopscotch,Education & EdTech,USA,New York City,New York,operating,1200000.0,1,2011-10-01,2014-05-08,2014-05-08
Hopscotch,E-Commerce & Retail,IND,Mumbai,Mumbai,operating,12800000.0,2,2011-01-01,2014-05-08,2015-01-20
HopSkipDrive,Other,Unknown,Unknown,Unknown,operating,3900000.0,1,2014-01-01,2015-07-14,2015-07-14
Hopster TV,Technology,GBR,London,London,operating,979000.0,1,2012-01-01,2013-12-01,2013-12-01
HopStop.com,Technology,USA,New York City,New York,acquired,2000000.0,2,2005-01-01,2007-07-01,2008-01-01
Hopstuff Brewery,Food & Hospitality,GBR,GBR - Other,Woolwich,operating,88688.0,1,2012-04-18,2013-07-01,2013-07-01
Hopsy,Food & Hospitality,USA,SF Bay Area,Albany,operating,450000.0,1,2015-04-01,2015-09-30,2015-09-30
hopTo,Technology,USA,SF Bay Area,Campbell,operating,5940479.0,2,2012-01-01,2014-01-13,2015-08-18
HOPWORK,E-Commerce & Retail,FRA,Paris,Paris,operating,755083.0,1,2013-02-01,2014-04-04,2014-04-04
Horam VR,Finance & FinTech,Unknown,Unknown,Unknown,closed,548311.0,1,2015-01-01,2015-08-10,2015-08-10
Horbury Group,Transportation & Automotive,GBR,Rotherham,Rotherham,operating,4253074.0,1,1993-01-01,2014-06-27,2014-06-27
Hordspot,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2012-08-31,2014-02-01,2014-02-01
Horizon,Health & Biotechnology,USA,SF Bay Area,San Jose,operating,1175735.0,1,2014-11-01,2014-11-07,2014-11-07
Horizon Discovery,Health & Biotechnology,GBR,London,Cambridge,ipo,50251719.0,5,2007-01-01,2008-04-07,2013-06-03
Horizon Fuel Cell Technologies,Energy & Clean Tech,SGP,Singapore,Singapore,operating,8000000.0,1,2005-04-05,2008-02-28,2008-02-28
Horizon Oilfield Services,Energy & Clean Tech,Unknown,Unknown,Unknown,operating,3500000.0,1,2010-12-07,2013-10-31,2013-10-31
Horizon Studios,Unknown,CAN,Toronto,Toronto,operating,5584971.098265896,1,2011-02-21,2012-07-24,2012-07-24
Horizon Technology Finance,Finance & FinTech,USA,Hartford,Farmington,ipo,30900000.0,2,2013-02-15,2014-07-01,2015-03-25
Horizon Pharma,Health & Biotechnology,USA,Chicago,Northbrook,ipo,492000000.0,4,2005-01-01,2007-07-23,2014-06-19
Horizon Therapeutics,Unknown,Unknown,Unknown,Unknown,closed,15000000.0,1,2005-08-03,2007-01-04,2007-01-04
Horizon Wind Energy,Energy & Clean Tech,USA,Houston,Houston,acquired,318000000.0,2,1998-01-01,2009-12-03,2009-12-29
Horizontal Systems,Technology,Unknown,Unknown,Unknown,acquired,6650000.0,1,2008-07-13,2010-04-01,2010-04-01
Horizontal Well Testing,Energy & Clean Tech,CAN,Calgary,Calgary,operating,2874049.5,1,2010-03-01,2015-03-03,2015-03-03
Hormiplast,Real Estate & Construction,ARG,Dublin,Dublin,closed,20000.0,1,2013-10-03,2015-03-01,2015-03-01
Hornet Networks,Social & Communication,HKG,Hong Kong,Hong Kong,operating,500000.0,1,2011-01-01,2012-07-30,2012-07-30
Horrance,Social & Communication,Unknown,Unknown,Unknown,closed,30000.0,1,2011-07-01,2011-07-01,2011-07-01
Horse Collaborative,Media & Entertainment,USA,Montpelier,Burlington,operating,192394.0,2,2010-01-01,2013-01-08,2014-03-04
Horse Creek Entertainment,E-Commerce & Retail,SWE,Stockholm,Solna,closed,697792.0,1,1989-01-01,2008-10-29,2008-10-29
Horse Sense Shoes,Technology,USA,Minneapolis,Plymouth,operating,770000.0,3,2011-01-01,2012-05-22,2014-03-17
Horsealot,Social & Communication,FRA,Paris,Paris,operating,894910.0,1,2014-01-01,2014-01-01,2014-01-01
Horsehead Holding,Manufacturing & Industrial,USA,Pittsburgh,Pittsburgh,ipo,50000000.0,1,2003-01-01,2014-08-14,2014-08-14
Horseman Investigations,Business Services,USA,Anaheim,Huntington Beach,operating,600000.0,1,1995-11-15,2013-03-26,2013-03-26
Hortau,Media & Entertainment,Unknown,Unknown,Unknown,operating,11500000.0,3,2002-01-01,2013-01-08,2015-06-04
Horticultural Asset Management,Real Estate & Construction,USA,Raleigh,Raleigh,operating,4200000.0,2,2006-10-09,2008-03-06,2011-07-05
Hortonworks,Analytics & Data,USA,SF Bay Area,Santa Clara,ipo,248000000.0,5,2011-06-01,2011-06-01,2014-07-24
Hortor,Media & Entertainment,CHN,Beijing,Beijing,operating,2500000.0,1,2012-04-11,2013-07-01,2013-07-01
Hoseanna,E-Commerce & Retail,USA,New York City,New York,operating,250000.0,1,2011-01-01,2011-02-28,2011-02-28
Hospicelink,Health & Biotechnology,USA,Birmingham,Birmingham,operating,1175735.0,1,2011-01-01,2013-11-22,2013-11-22
Hospital Services Limited,Unknown,IRL,Dublin,Dublin,operating,6845807.06994386,1,1962-01-01,2015-11-17,2015-11-17
Hospitalists Now,Food & Hospitality,USA,Austin,Austin,operating,2500000.0,1,2002-01-01,2013-02-12,2013-02-12
Hospitality Leaders,Food & Hospitality,HKG,Hong Kong,Hong Kong,operating,360000.0,1,2012-01-01,2013-01-01,2013-01-01
Hospitality Mints,Manufacturing & Industrial,USA,NC - Other,Boone,operating,46000000.0,1,2001-12-28,2004-12-02,2004-12-02
Host Analytics,Marketing & Advertising,USA,SF Bay Area,Redwood City,operating,85900000.0,7,2001-01-01,2009-05-15,2014-11-24
Host Committee,Technology,USA,New York City,New York,operating,6753120.0,2,2011-11-01,2012-12-01,2015-07-16
HostWise,Food & Hospitality,USA,Los Angeles,Venice,operating,300000.0,1,2013-10-19,2015-01-01,2015-01-01
Hosted America,Technology,USA,Raleigh,Raleigh,operating,500000.0,1,2013-01-01,2013-11-06,2013-11-06
Hosted Systems,Other,USA,Little Rock,Maumelle,operating,935000.0,1,2011-01-11,2011-01-17,2011-01-17
Hostel Rocket,Food & Hospitality,USA,Raleigh,Durham,operating,1025000.0,3,2014-01-01,2014-03-10,2014-10-27
